TOT_POP,0-9,19-Oct,20-29,30-39,40-49,50-59,60-69,70-79,80+,White-alone pop,POP_ESTIMATE_2018,High school diploma only 2014-18,Some college or associate's degree 2014-18,Bachelor's degree or higher 2014-18,POVALL_2018,Civilian_labor_force_2018,Employed_2018,Unemployed_2018,Total nurse practitioners (2019),Total physician assistants (2019),Family Medicine/General Practice Primary Care (2019),Total Specialist Physicians (2019),Total Population,Population Aged 60+,county_pop2018_18 and older,anycondition_number,Obesity_number,COPD_number,diabetes_number,CKD_number,Heart disease_number
-0.2325558389734466,-0.2277310091919546,-0.2342839486160302,-0.2329507984216416,-0.2263531465720187,-0.2313160598746264,-0.2295985256053544,-0.2334248906491897,-0.2346799295442354,-0.2344200196864524,-0.2290694579340243,-0.2325558389734466,-0.2455169801011896,-0.2374887168154326,-0.2322586203398379,-0.203022229175462,-0.231209758261211,-0.233274844283625,-0.1786369267246567,-0.2659980089806422,-0.2099598004398079,-0.2126426720041574,-0.2085899573449717,-0.2311952900032082,-0.2297373310564134,-0.233171257169267,-0.2343701712688636,-0.2329747764941314,-0.2235164476823215,-0.2186086620836823,-0.2193287854121424,2072
-0.1586764882592667,-0.1786647796144637,-0.1801655303827616,-0.1882663605302403,-0.1750702053782902,-0.1611680957151192,-0.1346878056710159,-0.1056182915278553,-0.119270291042626,-0.0918217934445319,-0.1264394323712501,-0.1586764882592667,-0.0074240088097357,-0.182866375637733,-0.1904342646275064,-0.1269956338585256,-0.1721623440848238,-0.1738607277604097,-0.129282588056807,-0.1603163124589817,-0.0639295360475328,-0.116680055921888,-0.1108495662742054,-0.1502932992501426,-0.0988658376686452,-0.1528587558054841,-0.1426445359246908,-0.155303675578096,-0.110079973406948,-0.131448596298305,-0.1309624869056346,3796
-0.1991135972679167,-0.2111283942105901,-0.195137977385235,-0.1667815179323431,-0.1950362549354026,-0.194044921160818,-0.1997252945653406,-0.219256351322431,-0.2222072091081366,-0.2051542209286629,-0.1871938448096183,-0.1991135972679167,-0.157678383089202,-0.2122480681845822,-0.2250120742961546,-0.2050396640670565,-0.2049835811267715,-0.2051826692431815,-0.1962839722367076,-0.2158151321646532,-0.2713739320743492,-0.1922627182005062,-0.2176683388206418,-0.1970046583654446,-0.2160556814676486,-0.1951254390464556,-0.1932053972198192,-0.2019761769931441,-0.1931055476802864,-0.1891967617511697,-0.2063908207699011,2222
-0.036594616485395,-0.0377339368836013,-0.0170770278834666,-0.0579855027863713,-0.0522524608633737,-0.033157839046212,-0.0202283804714645,-0.0326025060402645,-0.0238761643870882,-0.0462235234253132,-0.0440201330220166,-0.036594616485395,0.0218555235275934,0.0178427925765937,-0.0893712755995976,-0.0980936861724217,-0.0396034175880892,-0.0380499751797474,-0.074906732373333,-0.1710324323236527,0.0211871652924438,0.0624575415917307,-0.1078878849692627,-0.0369397513885458,-0.0300341100946927,-0.039881942624445,-0.0033214984491168,0.0061630329144817,-0.0070773644042392,-0.0475154361494091,-0.0450544016811526,5484
0.0908390933236542,0.0946802906695006,0.1016618093241418,0.0567213657691627,0.0423923302887461,0.0680954211263006,0.1016993524880901,0.1446635953934973,0.1406848665049972,0.1660986029732672,0.1263147716164831,0.0908390933236542,0.2800584961958957,0.1700261564895527,-0.0327654704313792,0.2033593296400745,0.0674877932909721,0.0663770813016549,0.0919511044601238,0.0439996532803584,0.2625284708371749,0.274817643865818,0.1949130176545504,0.0977669515071111,0.1613135320110322,0.088484972701453,0.1655552171029455,0.1827395440234421,0.2656027975386944,0.1230399721787838,0.1324544732103975,8686
2.335966630480859,1.4178417200704971,1.1186055477512176,2.7631256320259743,3.4596694972780018,2.483265209781081,2.195002806234762,2.3694719639112174,2.335785064677854,2.9243794094085547,1.6344943776278025,2.335966630480859,1.2939016575860502,1.8294509095423912,4.664776659194109,1.6285893659910882,3.1054935477377463,3.165242263060207,1.6556515031255128,1.8946174403815716,1.7196482700969558,2.2124177993870715,2.108885382489589,2.320907241471712,2.5713361070719536,2.6454819662397244,1.508821468074342,1.3857887438076442,1.4670242110082137,1.947283678402544,1.993192548057536,35077
-0.2515226330409723,-0.2465345471967854,-0.2563050357555289,-0.2426139342004142,-0.2374998368155599,-0.241991250222285,-0.2502475771549564,-0.2680784142377447,-0.2659356795698742,-0.2682456454461638,-0.276306498325088,-0.2515226330409723,-0.2546471568515396,-0.2638303572810921,-0.2565307884031094,-0.2017503680481524,-0.2506097817447527,-0.2512948413748569,-0.2297129283692918,-0.2821285318468958,-0.2522811855011584,-0.2836012430501091,-0.2627429721068771,-0.2479708110312504,-0.2637297152132613,-0.2516873529121769,-0.2641767042228031,-0.2698426948781047,-0.2645520763461554,-0.2315498982299878,-0.2404176677789957,1433
-0.3039856369286683,-0.2961510075301428,-0.3066862555268848,-0.2863098675967011,-0.2769623867070716,-0.289845551780755,-0.3115392063577433,-0.3343431370195384,-0.3445187482463224,-0.3193157078676888,-0.3246647176885817,-0.3039856369286683,-0.3594277413248447,-0.321870702960886,-0.2702967184307293,-0.2862194898136093,-0.2957915713177534,-0.2961657457151213,-0.2812193457581233,-0.3327581374836627,-0.3117439866982138,-0.3200862399838938,-0.3025900234831836,-0.3030059717024056,-0.335379211095376,-0.3045081333505279,-0.3290693799718618,-0.3308862974482899,-0.3625922372313773,-0.3062393182743798,-0.3108001954327881,165
1.5710885345961787,1.2414568782007551,1.5146303189398609,1.1290873544794204,1.2118761225987515,1.4998363058787738,2.0186196380094774,2.1160898035584474,2.063357186694132,2.1925686285728387,2.004373849607583,1.5710885345961787,2.152118595013882,1.4680626643017267,1.984269247814131,0.4829056339666697,1.7159801980604297,1.7218145591136045,1.5463259040996364,1.8901247339770784,2.891959722159837,2.31735662005544,2.109969803908623,1.5967182321244362,2.125314330478221,1.6216648996226746,1.6490042121332498,1.6616467313079817,1.6641224708540394,1.4810966547321247,1.4446228472265066,31557
-0.299368364898319,-0.2939261614303346,-0.3033511606969499,-0.280459534870513,-0.2707970012610102,-0.2859343829033801,-0.3068100584971769,-0.3299969593119436,-0.3388000305760162,-0.3130148560104877,-0.3192105613339787,-0.299368364898319,-0.3435876717471901,-0.3171216486286493,-0.2700585101697778,-0.2722070887730779,-0.295394564117571,-0.2960298855588474,-0.2747631095951779,-0.3287575611722455,-0.3138336379883151,-0.3153332026308641,-0.2971497036921192,-0.2978679353962496,-0.3285872493352392,-0.2993626240864096,-0.320876881942445,-0.323002338216453,-0.3579478947624472,-0.2969619645694958,-0.3023905184153313,260
